link,headline,category,short_description,authors,date,combined_text
https://www.huffingtonpost.com/entry/texas-mosque-fire-help_us_5892bed9e4b0af07cb6b8929,Christians And Jews Team Up To Help Muslims After Texas Mosque Fire,RELIGION,"“Jewish community members walked into my home and gave me a key to the synagogue.""",Ed Mazza,2017-02-02,"Christians And Jews Team Up To Help Muslims After Texas Mosque Fire “Jewish community members walked into my home and gave me a key to the synagogue."" Ed Mazza"
https://www.huffingtonpost.com/entry/protecting-freedom-of-exp_b_6450760.html,Protecting Freedom of Expression in Newsrooms and Mosques: Unity and Dialogue,RELIGION,The Mosque of Rome is the largest Mosque of Europe and its architecture replicates and perfectly integrates itself in the heart of Italy.,"Gaia Paradiso, ContributorPassionate about Women Journalism,world traveler, UN advocate ...",2015-01-13,"Protecting Freedom of Expression in Newsrooms and Mosques: Unity and Dialogue The Mosque of Rome is the largest Mosque of Europe and its architecture replicates and perfectly integrates itself in the heart of Italy. Gaia Paradiso, ContributorPassionate about Women Journalism,world traveler, UN advocate ..."
https://www.huffingtonpost.com/entry/gay-bishop-gene-robinson-divorce-_n_5263048.html,Gay Bishop Announces Divorce,RELIGION,,,2014-05-04,Gay Bishop Announces Divorce  
https://www.huffingtonpost.com/entry/alex-jones-press-conference_us_5903e25ce4b0bb2d086eaa9b,Alex Jones Calls A Press Conference To Tell Reporters They Suck,POLITICS,The gag order from his child custody trial has been lifted. Lucky us.,Roque Planas,2017-04-29,Alex Jones Calls A Press Conference To Tell Reporters They Suck The gag order from his child custody trial has been lifted. Lucky us. Roque Planas
https://www.huffingtonpost.com/entry/why-mars-to-discover-how-life-originates_us_58515479e4b0ee009eb481c4,Why Mars? To Discover How Life Originates,SCIENCE,"In 1964, Mariner 4 became the first spacecraft to successfully arrive at Mars. While some scientists of the time were expecting","Ramses Ramirez, ContributorPlanetary scientist and astrobiologist, Carl Sagan Institute a...",2016-12-14,"Why Mars? To Discover How Life Originates In 1964, Mariner 4 became the first spacecraft to successfully arrive at Mars. While some scientists of the time were expecting Ramses Ramirez, ContributorPlanetary scientist and astrobiologist, Carl Sagan Institute a..."
https://www.huffingtonpost.com/entry/jacqueline-smith-prince-william-court-clerk_us_58f6d447e4b05b9d613e51ee,Democrat Defeats Republican In Virginia Court Clerk Race,POLITICS,The party held on to a legislative seat in Alabama as well.,Daniel Marans,2017-04-19,Democrat Defeats Republican In Virginia Court Clerk Race The party held on to a legislative seat in Alabama as well. Daniel Marans
https://www.huffingtonpost.com/entry/how-popes-visit-to-ground-zero-will-bring-interfaith-healing_us_560301b7e4b00310edf9c9aa,How Pope's Visit To Ground Zero Will Bring Interfaith Healing,RELIGION,"The event will demonstrate, as Pope Francis has said, “the power of faith to battle hate.”","Lauren Markoe, Religion News Service",2015-09-23,"How Pope's Visit To Ground Zero Will Bring Interfaith Healing The event will demonstrate, as Pope Francis has said, “the power of faith to battle hate.” Lauren Markoe, Religion News Service"
https://www.huffingtonpost.com/entry/donald-trump-new-york-primary_us_5716cc7ee4b06f35cb711b4a,Donald Trump Easily Wins Home State Of New York,POLITICS,The Empire State loves The Donald.,Igor Bobic,2016-04-20,Donald Trump Easily Wins Home State Of New York The Empire State loves The Donald. Igor Bobic
https://www.huffingtonpost.com/entry/muslims-for-ferguson_n_6029768.html,#Muslims4Ferguson Takes To Twitter To Protest Police Brutality,RELIGION,,Antonia Blumberg,2014-10-22,#Muslims4Ferguson Takes To Twitter To Protest Police Brutality  Antonia Blumberg
https://www.huffpost.com/entry/louis-dejoy-post-office_n_5f3ff8c2c5b697824f982d4d,"Postmaster General Louis DeJoy Evades Responsibility For Major Post Office Delays, Refuses to Reverse Changes",POLITICS,But the new head of the U.S. Postal Service says mail-in votes will be delivered.,Paul Blumenthal,2020-08-21,"Postmaster General Louis DeJoy Evades Responsibility For Major Post Office Delays, Refuses to Reverse Changes But the new head of the U.S. Postal Service says mail-in votes will be delivered. Paul Blumenthal"
https://www.huffingtonpost.com/entry/5-faith-facts-about-scott-walker-son-of-a-preacher-man_us_55a40914e4b0b8145f73363a,5 Faith Facts About Scott Walker: Son Of A Preacher Man,RELIGION,He left a church that was starting to welcome gays and lean leftward.,Antonia Blumberg,2015-07-13,5 Faith Facts About Scott Walker: Son Of A Preacher Man He left a church that was starting to welcome gays and lean leftward. Antonia Blumberg
https://www.huffingtonpost.com/entry/autism-without-fear-a-rel_b_5851886.html,Autism Without Fear: A Reluctant Vote for Buddy Cianci,POLITICS,,"Michael John Carley, ContributorFounder, GRASP; Author, 'Asperger's From the Inside-Out'",2014-10-02,"Autism Without Fear: A Reluctant Vote for Buddy Cianci  Michael John Carley, ContributorFounder, GRASP; Author, 'Asperger's From the Inside-Out'"
https://www.huffingtonpost.com/entry/pope-francis-iraq-peace_n_5669666.html,Pope Francis' Iraq Peace Message Meets The Reality Of War,RELIGION,,,2014-08-11,Pope Francis' Iraq Peace Message Meets The Reality Of War  
https://www.huffingtonpost.com/entry/all-i-want-for-christmas-_12_b_6369856.html,All I Want for Christmas Is the Gift of Uncertainty,RELIGION,"Have you ever been enamored by a child's sense of wonder? Their incredulous awe in myths like the tooth fairy and Santa, their wide-eyed anticipation of unwrapping a present?","Cindy Brandt, ContributorAuthor, Outside In: Ten Christian Voices We Can't Ignore",2014-12-23,"All I Want for Christmas Is the Gift of Uncertainty Have you ever been enamored by a child's sense of wonder? Their incredulous awe in myths like the tooth fairy and Santa, their wide-eyed anticipation of unwrapping a present? Cindy Brandt, ContributorAuthor, Outside In: Ten Christian Voices We Can't Ignore"
https://www.huffingtonpost.com/entry/dolphin-plays-with-octopus_us_56d0c3e6e4b03260bf76e17d,Dolphin Chooses World's Unluckiest Octopus As A Playmate,SCIENCE,It's all fun and games until someone loses a tentacle.,Landess Kearns,2016-02-27,Dolphin Chooses World's Unluckiest Octopus As A Playmate It's all fun and games until someone loses a tentacle. Landess Kearns
https://www.huffingtonpost.com/entry/egyptian-jewelry-space-iron-meteorite_us_5baeb6ede4b014374e2e5a00,"Egyptian Jewelry Has Space Origin? Iron In Ancient Relic Came From Meteorite, Researchers Say",SCIENCE,"The researchers were not able to cut the precious artefact open, but they found areas where the weathered surface had fallen",Jacqueline Howard,2013-06-01,"Egyptian Jewelry Has Space Origin? Iron In Ancient Relic Came From Meteorite, Researchers Say The researchers were not able to cut the precious artefact open, but they found areas where the weathered surface had fallen Jacqueline Howard"
https://www.huffingtonpost.com/entry/captain-there-be-planets-here_b_6188988.html,"'Captain, There Be Planets Here!'",SCIENCE,"About 450 light-years from Earth, in the constellation Taurus, a dense, dark, interstellar cloud has slowly started to reveal its secrets. The addition of new high-resolution data like that for the star HL Tau is at long last allowing astronomers to see the hidden details of planet and disk formation and, from this, create the next-generation  physics-based models for how planets form.","Dr. Sten Odenwald, ContributorAstronomer, NASA Heliophysics Education Consortium",2014-11-22,"'Captain, There Be Planets Here!' About 450 light-years from Earth, in the constellation Taurus, a dense, dark, interstellar cloud has slowly started to reveal its secrets. The addition of new high-resolution data like that for the star HL Tau is at long last allowing astronomers to see the hidden details of planet and disk formation and, from this, create the next-generation  physics-based models for how planets form. Dr. Sten Odenwald, ContributorAstronomer, NASA Heliophysics Education Consortium"
https://www.huffingtonpost.com/entry/leaders-of-top-robotics-and-ai-companies-call-for-ban_us_59998ef3e4b03b5e472cf08f,Leaders Of Top Robotics And AI Companies Call For Ban On Killer Robots,SCIENCE,Elon Musk and others have signed an open letter warning about autonomous weapons.,"Future of Life Institute, ContributorResearch and initiatives for safeguarding life and developing ...",2017-08-20,"Leaders Of Top Robotics And AI Companies Call For Ban On Killer Robots Elon Musk and others have signed an open letter warning about autonomous weapons. Future of Life Institute, ContributorResearch and initiatives for safeguarding life and developing ..."
https://www.huffingtonpost.com/entry/school-integration-report_us_592eb8ace4b0c0608e8ce0a3,Most Americans Want To See More School Integration As Trump Destroys Existing Efforts,POLITICS,American schools are divided by the haves and the have-nots. Many Americans want this to change.,Rebecca Klein,2017-05-31,Most Americans Want To See More School Integration As Trump Destroys Existing Efforts American schools are divided by the haves and the have-nots. Many Americans want this to change. Rebecca Klein
https://www.huffingtonpost.com/entry/missing-comet-lander-philae-finally-located_us_57cef201e4b03d2d45965dce,Missing Comet Lander 'Philae' Finally Located After Long Search,SCIENCE,The hunt is over!,David Freeman,2016-09-06,Missing Comet Lander 'Philae' Finally Located After Long Search The hunt is over! David Freeman
https://www.huffingtonpost.com/entry/the-sesame-laboratory-cel_b_6468670.html,The SESAME Laboratory: Celebrating the Power of Light,SCIENCE,SESAME stands for Synchrotron-light for Experimental Science and Applications in the Middle East and will be a world-class particle-accelerator-based facility for applied research that covers the full spectrum from protein crystallography to understand the structure of viruses to solid-state physics to improve our computers.,"Professor Rolf-Dieter Heuer, ContributorCERN Director General",2015-01-15,"The SESAME Laboratory: Celebrating the Power of Light SESAME stands for Synchrotron-light for Experimental Science and Applications in the Middle East and will be a world-class particle-accelerator-based facility for applied research that covers the full spectrum from protein crystallography to understand the structure of viruses to solid-state physics to improve our computers. Professor Rolf-Dieter Heuer, ContributorCERN Director General"
https://www.huffingtonpost.com/entry/huffpost-hill_us_5776c4eae4b09b4c43c068e9,HUFFPOST HILL - Mistakes On A Plane,POLITICS,"Donald Trump's campaign has a minority outreach team, which when Trump is elected will seamlessly transition to a minority",Arthur Delaney and Jeffrey Young,2016-07-01,"HUFFPOST HILL - Mistakes On A Plane Donald Trump's campaign has a minority outreach team, which when Trump is elected will seamlessly transition to a minority Arthur Delaney and Jeffrey Young"
https://www.huffingtonpost.com/entry/tzedek-chicago-non-zionist_us_55d786b8e4b04ae4970348e2,A New Synagogue In Chicago Is Billing Itself As 'Non-Zionist',RELIGION,"For Rabbi Brant Rosen, it's about “bearing witness to oppression, particularly when it’s being done in our name as Americans and as Jews.”","Sara Weissman, Religion News Service",2015-08-22,"A New Synagogue In Chicago Is Billing Itself As 'Non-Zionist' For Rabbi Brant Rosen, it's about “bearing witness to oppression, particularly when it’s being done in our name as Americans and as Jews.” Sara Weissman, Religion News Service"
https://www.huffpost.com/entry/trump-impeachment-trial-defense-lawyers-take-floor_n_5e2c5872c5b6779e9c338640,Trump Defense Lawyers Begin Their Case For Acquittal On Senate Floor,POLITICS,The opening of the defense's case comes after a three-day presentation by House Democrats.,"Eric Tucker, Lisa Mascaro and Zeke Miller, AP",2020-01-25,"Trump Defense Lawyers Begin Their Case For Acquittal On Senate Floor The opening of the defense's case comes after a three-day presentation by House Democrats. Eric Tucker, Lisa Mascaro and Zeke Miller, AP"
https://www.huffingtonpost.com/entry/menopause-within-family-competition_us_5baeb0b9e4b014374e2dc363,Menopause as a Consequence of Within-Family Competition,SCIENCE,A lot of evolutionary thinking about menopause centers on the costs of dying in childbirth and the benefits provided by grandmothers. But theoretic modeling suggested that competition within the family provides the missing ingredient in our understanding of menopause.,"Rob Brooks, Contributor
Evolutionary biologist and author",2012-08-25,"Menopause as a Consequence of Within-Family Competition A lot of evolutionary thinking about menopause centers on the costs of dying in childbirth and the benefits provided by grandmothers. But theoretic modeling suggested that competition within the family provides the missing ingredient in our understanding of menopause. Rob Brooks, Contributor
Evolutionary biologist and author"
https://www.huffingtonpost.com/entry/7-things-you-probably-didnt-know-about-christmas_us_5851d850e4b016e9c118828a,7 Things You Probably Didn't Know About Christmas,RELIGION,"For starters, it's unclear why we celebrate Christmas on Dec. 25. 🎄",Antonia Blumberg,2016-12-19,"7 Things You Probably Didn't Know About Christmas For starters, it's unclear why we celebrate Christmas on Dec. 25. 🎄 Antonia Blumberg"
https://www.huffingtonpost.comhttp://america.aljazeera.com/opinions/2015/7/the-frightening-new-proposal-to-intern-muslim-citizens.html,A Frightening Proposal To Intern Muslim Americans,RELIGION,Terrorist violence can make the previously unthinkable suddenly seem acceptable. The levels of surveillance introduced after,,2015-07-21,A Frightening Proposal To Intern Muslim Americans Terrorist violence can make the previously unthinkable suddenly seem acceptable. The levels of surveillance introduced after 
https://www.huffingtonpost.com/entry/prayer-for-muslim-jewish_b_6448608.html,Prayer for Muslim-Jewish Relations,RELIGION,We are two American religious communities in such pain from the outburst of extremist violence in France that we not only have forgotten each other. We have forgotten ourselves.,"Rabbi Joshua Stanton, ContributorRabbi, Millennial, Interfaith Leader",2015-01-10,"Prayer for Muslim-Jewish Relations We are two American religious communities in such pain from the outburst of extremist violence in France that we not only have forgotten each other. We have forgotten ourselves. Rabbi Joshua Stanton, ContributorRabbi, Millennial, Interfaith Leader"
https://www.huffingtonpost.com/entry/the-trouble-with-trolleys_b_6001978.html,The Trouble With Trolleys,SCIENCE,"Listening the other day to BBC Radio 4, I caught the end of one The Philosopher's Arms. The subject was trolley ethics. My hope was that a big problem with the best-known example of this philosophical discipline would be explored. Sadly, though, it was left undiscussed.","Brian Clegg, ContributorPopular science author",2014-10-21,"The Trouble With Trolleys Listening the other day to BBC Radio 4, I caught the end of one The Philosopher's Arms. The subject was trolley ethics. My hope was that a big problem with the best-known example of this philosophical discipline would be explored. Sadly, though, it was left undiscussed. Brian Clegg, ContributorPopular science author"
https://www.huffingtonpost.com/entry/americas-growing-teacher-strikes-were-decades-in-the-making_us_5ac8f468e4b0337ad1e8979c,The Red-State Teacher Revolt Has Been Brewing For Decades,POLITICS,"Walkouts nearly 30 years ago spurred investment and optimism in education, but anti-tax ideology eventually won out. Now kids are paying the price.",Dave Jamieson and Travis Waldron,2018-04-08,"The Red-State Teacher Revolt Has Been Brewing For Decades Walkouts nearly 30 years ago spurred investment and optimism in education, but anti-tax ideology eventually won out. Now kids are paying the price. Dave Jamieson and Travis Waldron"
https://www.huffingtonpost.com/entry/fix-the-gas-tax-before-ex_b_5364880.html,Fix the Gas Tax Before Exploring Per-Mile Taxes,POLITICS,Some lawmakers are beginning to wonder whether we need a complete overhaul of the way we pay for our transportation system. We don't. At least not yet.,"Carl Davis, ContributorResearch Director, Institute on Taxation and Economic Policy (...",2014-05-21,"Fix the Gas Tax Before Exploring Per-Mile Taxes Some lawmakers are beginning to wonder whether we need a complete overhaul of the way we pay for our transportation system. We don't. At least not yet. Carl Davis, ContributorResearch Director, Institute on Taxation and Economic Policy (..."
https://www.huffingtonpost.com/entry/white-house-cannabis-protest_us_57005b38e4b083f5c607de1e,Cannabis Activists Get High In Front Of The White House In Dramatic Drug Law Protest,POLITICS,"A ""green energy"" revolution?",Daniel Marans,2016-04-03,"Cannabis Activists Get High In Front Of The White House In Dramatic Drug Law Protest A ""green energy"" revolution? Daniel Marans"
https://www.huffingtonpost.com/entry/insurance-for-everybody-trumpcare-promise_us_58c8427ee4b01c029d76ff53,Donald Trump's Promise Of 'Insurance For Everybody' Now Comes With Caveats,POLITICS,"It's turning into more of a ""goal.""",Amanda Terkel,2017-03-14,"Donald Trump's Promise Of 'Insurance For Everybody' Now Comes With Caveats It's turning into more of a ""goal."" Amanda Terkel"
https://www.huffingtonpost.com/entry/wedobelonghere-my-immigrant-husband-and-parents-are_us_598c7957e4b0f25bdfb32271,#WeDoBelongHere: My Immigrant Husband And Parents Are Just As American As Me,POLITICS,"by Pri They used to say, growing up in the United States was a luxury, and life would be better off here than overseas. I","Brown Girl Magazine, ContributorBrown Girl is the premier publication tailored for the young m...",2017-08-10,"#WeDoBelongHere: My Immigrant Husband And Parents Are Just As American As Me by Pri They used to say, growing up in the United States was a luxury, and life would be better off here than overseas. I Brown Girl Magazine, ContributorBrown Girl is the premier publication tailored for the young m..."
https://www.huffingtonpost.com/entry/undocumented-immigrants-health-insurance-california_us_575ca320e4b00f97fba8859f,California Moves To Extend Health Insurance To Undocumented Immigrants,POLITICS,It would be the first state to offer health insurance to undocumented immigrants.,,2016-06-12,California Moves To Extend Health Insurance To Undocumented Immigrants It would be the first state to offer health insurance to undocumented immigrants. 
https://www.huffingtonpost.com/entry/evolution-in-texas-schools_us_5baebc88e4b014374e2eaf0f,Bill Nye: Debate Over Evolution In Texas Schools Is Jeopardizing Our Future,SCIENCE,"So what can parents across the U.S. do to make sure their kids' scientific education isn't being stunted? ""This textbook",,2013-11-23,"Bill Nye: Debate Over Evolution In Texas Schools Is Jeopardizing Our Future So what can parents across the U.S. do to make sure their kids' scientific education isn't being stunted? ""This textbook "
https://www.huffingtonpost.com/entry/pat-toomey-donald-trump_us_581b54cae4b08f9841adba25,GOP Senator Says He'll 'Probably' Get Around To Letting People Know If He's Voting For Donald Trump,POLITICS,"Time's running out, Sen. Toomey.",Sam Levine,2016-11-03,"GOP Senator Says He'll 'Probably' Get Around To Letting People Know If He's Voting For Donald Trump Time's running out, Sen. Toomey. Sam Levine"
https://www.huffingtonpost.com/entry/map-jupiter-moon-ganymede-photos-video_us_5baebe47e4b014374e2ed20d,"First Map of Jupiter's Giant Moon Ganymede Unveiled (PHOTOS, VIDEO)",SCIENCE,"Follow Mike Wall on Twitter @michaeldwall and Google+. Follow us @Spacedotcom, Facebook or Google+. Originally published","Space.com, Space.com",2014-02-16,"First Map of Jupiter's Giant Moon Ganymede Unveiled (PHOTOS, VIDEO) Follow Mike Wall on Twitter @michaeldwall and Google+. Follow us @Spacedotcom, Facebook or Google+. Originally published Space.com, Space.com"
https://www.huffingtonpost.com/entry/being-an-atheist-on-socia_b_6490866.html,In The Middle East Sharing Atheism on Social Media Ends Badly,RELIGION,"If you are planning on being atheist in the Middle East best be careful not to draw too much attention, especially online.","Dieter Holger, ContributorCampus Editor-At-Large, Huffington Post",2015-01-20,"In The Middle East Sharing Atheism on Social Media Ends Badly If you are planning on being atheist in the Middle East best be careful not to draw too much attention, especially online. Dieter Holger, ContributorCampus Editor-At-Large, Huffington Post"
https://www.huffingtonpost.com/entry/jerusalem-churches-hate-graffiti_n_5296499.html,Jerusalem Churches Take On Hate Graffiti,RELIGION,,,2014-05-11,Jerusalem Churches Take On Hate Graffiti  
https://www.huffpost.com/entry/irs-safety-review-conspiracy-theories_n_6305bc35e4b0f7df9bb4f3dc,IRS Launches Safety Review Amid Threats To Workers Linked To Conspiracy Theories,POLITICS,The Internal Revenue Service says it is conducting a comprehensive review of safety at its facilities.,"FATIMA HUSSEIN, AP",2022-08-24,"IRS Launches Safety Review Amid Threats To Workers Linked To Conspiracy Theories The Internal Revenue Service says it is conducting a comprehensive review of safety at its facilities. FATIMA HUSSEIN, AP"
https://www.huffingtonpost.com/entry/what-earth-would-be-like-without-the-moon_us_5660b819e4b072e9d1c5675a,This Is What Earth Would Be Like Without The Moon,SCIENCE,Humans might never have existed.,HuffPost Partner Studio,2015-12-05,This Is What Earth Would Be Like Without The Moon Humans might never have existed. HuffPost Partner Studio
https://www.huffingtonpost.com/entry/band-aid-africa-_n_6291068.html,Church Leaders Claim New Band Aid Song Reinforces Negative Stereotypes About Africa,RELIGION,,,2014-12-11,Church Leaders Claim New Band Aid Song Reinforces Negative Stereotypes About Africa  
https://www.huffingtonpost.com/entry/2020-census-citizenship_us_5a4cfde7e4b0b0e5a7aa3edd,The DOJ Wants A Citizenship Question On The Census. That Could Blow Up The Whole Survey,POLITICS,Experts already concerned about census response rates say the query would cause even fewer people to respond.,Sam Levine,2018-01-03,The DOJ Wants A Citizenship Question On The Census. That Could Blow Up The Whole Survey Experts already concerned about census response rates say the query would cause even fewer people to respond. Sam Levine
https://www.huffingtonpost.com/entry/bishop-finn-resignation-lessons_n_7109640.html,5 Lessons From The Resignation Of Bishop Robert Finn,RELIGION,,,2015-04-23,5 Lessons From The Resignation Of Bishop Robert Finn  
https://www.huffingtonpost.com/entry/driverless-cars-moral-dilemma_us_576c1bd0e4b0aa4dc3d4b557,"In A Deadly Crash, Who Should A Driverless Car Kill -- Or Save?",SCIENCE,It's one of the thorniest moral dilemmas in tech right now.,Bahar Gholipour,2016-06-23,"In A Deadly Crash, Who Should A Driverless Car Kill -- Or Save? It's one of the thorniest moral dilemmas in tech right now. Bahar Gholipour"
https://www.huffingtonpost.comhttp://www.nytimes.com/2016/03/04/business/pension-benefit-cuts-planned-at-tva-breaking-a-federal-firewall.html,"Pension Benefit Cuts Planned at T.V.A., Breaking a Federal Firewall",POLITICS,But what has elevated an increasingly common debate about pensions into a larger controversy about inequality is Mr. Johnson’s,,2016-03-04,"Pension Benefit Cuts Planned at T.V.A., Breaking a Federal Firewall But what has elevated an increasingly common debate about pensions into a larger controversy about inequality is Mr. Johnson’s "
https://www.huffingtonpost.com/entry/hakeem-jeffries-baseball_n_5671458.html,How One Member Of Congress Gets Away From It All,POLITICS,,Matt Sledge,2014-08-12,How One Member Of Congress Gets Away From It All  Matt Sledge
https://www.huffingtonpost.com/entry/about-one-fifth-of-gun-buyers-dont-get-background-checks_us_5873b708e4b099cdb0fe6520,About One-Fifth Of Gun Buyers Don't Get Background Checks,POLITICS,Private gun purchases were even less likely to be vetted.,"Andrew M. Seaman, Reuters",2017-01-09,"About One-Fifth Of Gun Buyers Don't Get Background Checks Private gun purchases were even less likely to be vetted. Andrew M. Seaman, Reuters"
https://www.huffingtonpost.com/entry/jane-goodall-march-for-science_us_58dfa6c7e4b0b3918c83e5ba,Jane Goodall Wants You To Stand Up To Those Who Belittle Science,POLITICS,The famed conservationist is supporting this month’s “March for Science” amid Donald Trump’s push to derail climate action.,Chris D'Angelo,2017-04-01,Jane Goodall Wants You To Stand Up To Those Who Belittle Science The famed conservationist is supporting this month’s “March for Science” amid Donald Trump’s push to derail climate action. Chris D'Angelo
https://www.huffingtonpost.com/entry/martin-scorsese-brings-silence-to-the-big-screen_us_58607807e4b068764965bd45,Martin Scorsese Brings 'Silence' To The Big Screen: A Story of Faith And Betrayal In 17th-century Japan,RELIGION,"The wait is over. The long anticipated film adaptation of Japanese author, Endō Shūsaku’s novel Silence by director, Martin","M. Antoni J. Ucerler, S.J., ContributorDirector, Ricci Institute for Chinese-Western Cultural History...",2016-12-26,"Martin Scorsese Brings 'Silence' To The Big Screen: A Story of Faith And Betrayal In 17th-century Japan The wait is over. The long anticipated film adaptation of Japanese author, Endō Shūsaku’s novel Silence by director, Martin M. Antoni J. Ucerler, S.J., ContributorDirector, Ricci Institute for Chinese-Western Cultural History..."
https://www.huffingtonpost.com/entry/burqa-women-bus-seats_us_59819907e4b02b36343ef111,Idiot Islamophobes Mistake Empty Bus Seats For Burqa-Wearing Women,RELIGION,"""You never know who is underneath. Maybe terrorists with weapons.""",Lee Moran and Willa Frej,2017-08-02,"Idiot Islamophobes Mistake Empty Bus Seats For Burqa-Wearing Women ""You never know who is underneath. Maybe terrorists with weapons."" Lee Moran and Willa Frej"
https://www.huffingtonpost.com/entry/identical-twins-genes_us_5baeb2c1e4b014374e2decc8,Identical Twins' Genes Research Suggests Siblings Are Genetically Different,SCIENCE,SAN FRANCISCO – Identical twins may not be so identical after all. Even though identical twins supposedly share all of their,,2012-11-11,Identical Twins' Genes Research Suggests Siblings Are Genetically Different SAN FRANCISCO – Identical twins may not be so identical after all. Even though identical twins supposedly share all of their 
https://www.huffingtonpost.com/entry/pope-francis-migrant-deaths_n_7094828.html,Pope Francis Urges Action On Migrant Deaths,RELIGION,,,2015-04-19,Pope Francis Urges Action On Migrant Deaths  
https://www.huffingtonpost.com/entry/progressives-look-forward_b_7436636.html,Progressives Look Forward,RELIGION,"Paul Raushenbush has dropped two ""c's"" from his famed Christian-theologian-minister great-grandfather Walter Rauschenbusch's name, but he reflects the ancestor's tradition, captures some of his spirit, and looks to the future in that spirit.","Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",2015-05-25,"Progressives Look Forward Paul Raushenbush has dropped two ""c's"" from his famed Christian-theologian-minister great-grandfather Walter Rauschenbusch's name, but he reflects the ancestor's tradition, captures some of his spirit, and looks to the future in that spirit. Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp..."
https://www.huffingtonpost.com/entry/the-rebbe-and-me-a-tribut_b_7623384.html,The Rebbe and Me -- A Tribute to the Lubavitcher Rebbe,RELIGION,"The Rebbe's attention to my cry changed my life. Without a doubt, the attention that we will devote -- in the Rebbe's honor -- to someone else's cry, will also change other lives, heal our world, and carry on the Rebbe's shining legacy, for eternity.","Rabbi Pinchas Allouche, ContributorSpiritual Leader, Congregation Beth Tefillah, Scottsdale, Arizona",2015-06-19,"The Rebbe and Me -- A Tribute to the Lubavitcher Rebbe The Rebbe's attention to my cry changed my life. Without a doubt, the attention that we will devote -- in the Rebbe's honor -- to someone else's cry, will also change other lives, heal our world, and carry on the Rebbe's shining legacy, for eternity. Rabbi Pinchas Allouche, ContributorSpiritual Leader, Congregation Beth Tefillah, Scottsdale, Arizona"
https://www.huffingtonpost.com/entry/pope-francis-waldensians_n_7644916.html,Pope Francis Asks Forgiveness For Church's Persecution Of Waldensians,RELIGION,,,2015-06-28,Pope Francis Asks Forgiveness For Church's Persecution Of Waldensians  
https://www.huffingtonpost.com/entry/a-spacesuit-ballet-nasa-video_us_5baeb036e4b014374e2db804,'A Spacesuit Ballet' Features Mashup Of Archived NASA Spacesuit Test Footage (VIDEO),SCIENCE,"NASA, which announced on Friday that it had awarded more than $1 billion in contracts to American companies for the development",,2012-08-04,"'A Spacesuit Ballet' Features Mashup Of Archived NASA Spacesuit Test Footage (VIDEO) NASA, which announced on Friday that it had awarded more than $1 billion in contracts to American companies for the development "
https://www.huffingtonpost.com/entry/ilyse-hogue-dnc_us_582c8863e4b058ce7aa86623,Keith Ellison May Have A Radical Challenger For DNC Chair -- Who Backed Hillary Clinton,POLITICS,NARAL's Ilyse Hogue is the first woman eyeing Democratic National Committee leadership in the Trump era.,Mollie Reilly,2016-11-17,Keith Ellison May Have A Radical Challenger For DNC Chair -- Who Backed Hillary Clinton NARAL's Ilyse Hogue is the first woman eyeing Democratic National Committee leadership in the Trump era. Mollie Reilly
https://www.huffingtonpost.com/entry/daily-meditation-sabbath_us_57351042e4b077d4d6f2aad4,Daily Meditation: Sabbath,RELIGION,"We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness",Antonia Blumberg,2016-05-13,"Daily Meditation: Sabbath We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg"
https://www.huffingtonpost.com/entry/manwar-ali-ted-talk_us_580e3a74e4b000d0b157bca6,How This Former Extremist Embraced The Real Meaning Of Jihad,RELIGION,Muslim scholar Manwar Ali shares his life story in a Tedx talk.,Carol Kuruvilla,2016-10-24,How This Former Extremist Embraced The Real Meaning Of Jihad Muslim scholar Manwar Ali shares his life story in a Tedx talk. Carol Kuruvilla
https://www.huffingtonpost.com/entry/obama-unemployment-numbers_us_56b4d279e4b04f9b57d952b5,Obama Says U.S. 'Should Be Proud' Of Economic Progress,POLITICS,A new report released on Friday showed an eight-year-low in unemployment.,,2016-02-05,Obama Says U.S. 'Should Be Proud' Of Economic Progress A new report released on Friday showed an eight-year-low in unemployment. 
https://www.huffingtonpost.com/entry/sun-storm-warning-service_us_5baebd4de4b014374e2ebc53,"Sun Storm Warning Service May Protect Satellites & Prevent Blackouts, UK Scientists Say",SCIENCE,"Speaking at a meeting of the American Geophysical Union in San Francisco, California, earlier this month, space physicist",Jacqueline Howard,2013-12-28,"Sun Storm Warning Service May Protect Satellites & Prevent Blackouts, UK Scientists Say Speaking at a meeting of the American Geophysical Union in San Francisco, California, earlier this month, space physicist Jacqueline Howard"
https://www.huffingtonpost.com/entry/tomi-lahren-immigrants_us_5af9b26ae4b09a94524ac468,Tomi Lahren Gets Owned By Genealogist After Her Remarks On Low-Skilled Immigrants,POLITICS,Lahren’s great-great-grandmother spoke no English after living in the United States for a decade.,Jenna Amatulli,2018-05-14,Tomi Lahren Gets Owned By Genealogist After Her Remarks On Low-Skilled Immigrants Lahren’s great-great-grandmother spoke no English after living in the United States for a decade. Jenna Amatulli
