text,label
"On the Last Day of Matzah: Zucchini 'Pasta' With Turkey Meatball Each day of this Passover holiday I've posted a gourmet way for Jews to honor the commandment to eat matzah, aka ""the bread of affliction"": eight easy recipes that are friendly to modern tastes and diets, and with a little less added affliction. Today is the last day. Danielle Crittenden Frum, ContributorCreative Director and CEO, Fig Tree & Vine",1
"Why I Can No Longer Support My Former Employer, InterVarsity Christian Fellowship They have drawn the wrong line in the sand. Matthew D. Taylor, ContributorBorn fundamentalist, raised Evangelical, seminary trained, now...",1
WATCH: Scientist Puts ‘Deflategate' Under The Microscope  ,2
"HuffPost Rise: What You Need To Know On August 2 Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. ",0
"Yom Kippur: What About That Other Book? Imagine this: One instant ago, your body had weight and heat and heartbeat.  And then, with one final long breath, all that is truly you rises like carbon bubbles of light, pressed to the ceiling. Carol Orsborn, ContributorCoauthor Spirituality of Age",1
Why Death Is The Liveliest Topic At The Edinburgh Festival Fringe  Jaweed Kaleem,1
"Snail Shells Coil To Right 95 Percent Of The Time, New Study Shows The researchers don't know why sinistrality is so rare underwater, but the most likely explanation, they say, is that unlike Jacqueline Howard",2
"Elusive Dwarf Galaxy Found Orbiting Our Milky Way It's the fourth largest circling our Milky Way, astronomers say. Jacqueline Howard",2
"Daily Meditation: Sun-Kissed We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",1
Aliens Might Be Way Bigger Than We Ever Imagined  David Freeman,2
"The Biggest Nuclear Threat To America? It's Ourselves. The U.S. has been very fortunate not to have nuked itself with multiple hydrogen bombs over the last 70 years. William Astore, ContributorWriter, History Professor, Retired Lieutenant Colonel (USAF)",0
"Ron Miller's Planet Art Shows How Night Sky Would Look If Earth Had Planets Instead Of Moon (PHOTOS) For the eye-popping images below, Ron Miller, former art director for the National Air and Space Museum's Albert Einstein Macrina Cooper-White",2
"Clergywomen Rising: Study Finds Gender Pay Gap Closes To 7 Cents On The Dollar Women ministers are making dramatic strides in achieving equal pay with male clergy. The gender pay gap shrunk from women David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ...",1
Missing Comet Lander 'Philae' Finally Located After Long Search The hunt is over! David Freeman,2
"Bernie Sanders Supporters Unleash Sexist, Nasty Attacks On Nevada's Dem Chair Just listen to the voicemails Roberta Lange has received. Sam Stein",0
"Punishing Without Evidence: The Trump Administration’s Gratuitous Steps To Roll Back Progress Between The United States And Cuba Whoever is responsible for attacks on U.S. Embassy personnel has a clear agenda. We can't let them succeed. Sen. Patrick Leahy, ContributorU.S. Senator, Vermont",0
'Strong Signal' From Another World Might Not Be Aliens After All Signal detected by SETI researchers could have come from someplace much closer to home. Ed Mazza,2
"SAY IT: People Beg Trump To Clearly Denounce White Supremacy By Sunday, White House officials clarified that he meant to do so, yet there was still no denouncement from Trump himself. Carla Herreria and Marina Fang",0
Companies That Challenged Google’s Monopoly See Antitrust Critics’ Firing As A Threat Rivals say a Google-funded think tank's dismissal of Google critics sends an intimidating message. Alexander C. Kaufman,0
"Bill Maher and Howard Stern Are Still Invited to Dinner; RSVP Required  Larry Ross, ContributorPresident of A. Larry Ross Communications",1
"Prayer for Muslim-Jewish Relations We are two American religious communities in such pain from the outburst of extremist violence in France that we not only have forgotten each other. We have forgotten ourselves. Rabbi Joshua Stanton, ContributorRabbi, Millennial, Interfaith Leader",1
Amazing Image Shows Pluto's Frozen Canyons Take a closer look at the planet's impressive landscape. Steven Hoffer,2
"Why States Are Taking A Fresh Look At Drug-Free Zones The idea behind the “drug-free school zones” was to deter dealers from peddling drugs to children at the height of the crack cocaine epidemic. Teresa Wiltz, Pew's Stateline",0
"White House Approves Supplying Weapons To YPG Fighters In Syria The move comes amid fierce opposition from Turkey. Phil Stewart, Reuters",0
"Sometimes It's Hard to Be a Jew That metal taste in my mouth is back, a nauseating combination of rage, shame and fear. It's been years since I have tasted it -- perhaps not since the last time someone drew a swastika on the whiteboard hanging on my dorm room door. Linda S. Haase, ContributorSenior Associate Vice President of Marketing Communications, t...",1
Pope Francis Leads Thousands In Prayer for Kidnapped Victims Of ISIS  ,1
"Avi Weiss, The Rabble-Rouser Rabbi, Takes Stock After An Activist Career  ",1
Hillsong Church Founder Defends Handling Of Father's Sex Abuse Case  ,1
"'Charlie Hebdo' and Our American Churches Let's not mix religion and politics. We need gifted leadership in both government and religion.  I strongly recommend that the individual members of our Mainline Protestant churches dedicate themselves to becoming the talented and ethical political leaders our country and the world so badly need. William B. Bradshaw, ContributorAuthor",1
Possible Site Of Jesus' Trial Uncovered  ,1
"Will Tax Reform Close The Gaps? As Congress takes up tax code reform, there is one thing we can be sure of. Most of us will not understand what the House William S. Becker, ContributorEnergy & Climate Policy Expert",0
Biblical Abraham To Be Tried For Child Endangerment In New York  ,1
"Ramadan Reflection Day #6: Bringing Life Back Into Our Work/Life Balance Even though I don't probably do what most people do for a living, I was making the same mistakes that many people make in regards to how they prioritize their careers over themselves. Imam Khalid Latif, ContributorExecutive Director and Chaplain, Islamic Center at New York Un...",1
"Trump Left Nearly 4,000 Applicants For Central American Refugee Program Stranded The current administration has criticized people coming to the border to seek asylum. But it shut down another way some of them could find safety in the U.S. Elise Foley and Roque Planas",0
A Graphic Novel Is In The Works To Show How Science And Faith Can Coexist All it takes is dialogue and an open mind. Antonia Blumberg,1
SXSW Apologizes For Asking U.S. Olympian Ibtihaj Muhammad To Remove Hijab Her ID badge also came with the wrong name printed on it. Peter Andrew Hart,1
Does Penis Size Matter?  Cate Matthews,2
"The Taliban in the Self How many children has our greed killed?  How many children grow up without proper education?  How many children are subjected to the slow deaths of racism, homophobia and sexism?  How many children are dead because of our thirst for guns and violence?  The questions can go on and on. Rev. Jeff Hood, ContributorBaptist Pastor, Theologian and Activist",1
Pope Francis Names Progressive To Replace Conservative Chicago Archbishop  ,1
SC State Rep: I'll Introduce Legislation To Remove Confederate Flag  Braden Goyette,0
"Remains Of Prehistoric Monument Discovered Near Stonehenge ""Everything written previously about the Stonehenge landscape and the ancient monuments within it will need to be re-written."" Lydia O'Connor",2
"Scientists Can Detect Your Sleeptime Memories Even If You Can’t Trying to learn Spanish while you nap, eh? Bahar Gholipour",2
The Religious Imagery Stitched Throughout The 2018 Met Gala Some celebrities' nods to the religious theme were obvious. Others needed a closer look. Carol Kuruvilla,1
"Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack The order reflects concerns that Russian intelligence activities have been increasingly aggressive. ",0
"Christian Women in Science Celebrate First Year -- And Are Reaching for More! 'I don't have to filter what I say!' Sharon Petzinger, a wildlife biologist who studies birds for the state of New Jersey, said this to me with a light of joy in her eyes. Hannah Ryan, a grad student at the University of Colorado, echoed the sentiment. Lynn Billman, ContributorRetired from the National Renewable Energy Laboratory (NREL)",1
"Trump Asked Comey When Feds Would Say He Wasn't Under Investigation The former FBI director saw it as his job to protect the bureau from ""interferences from a group of people he did not regard as honorable."" Nick Visser",0
REPORT: NSA's Intercepted Data Mostly Not From Intended Targets  ,0
"Where Hope Takes Root Deuteronomy calls us to let our land lie fallow in the seventh year, to break from planting and harvesting, and to let go of debts -- a sabbatical (shmita) year. Is this the summer storm before a season of joy and bounty, happiness and equity? Rabbi Michael Adam Latz, ContributorSenior Rabbi, Shir Tikvah",1
"Higgs Boson Nobel Prize? Scientists Ponder Whether Prize Should Go To One Physicist Or Many The true difficulty with awarding Nobels now is that as the body of scientific knowledge grows, it's getting harder to find ",2
"How Mood Lighting Is Saving Florida’s Endangered Sea Turtles Sea turtles are faithful—to their nesting beaches, that is. Females of all seven sea turtle species return to the same beach ",2
"Bishops Debate Where Doctrine Ends, Pastoral Practice Begins  ",1
"Reflections on Justice After Ferguson, MO:  When Will Youth of Color Receive the Same Due Process as Officer Darren Wilson? It turns out that justice, like so much of what happens in America, has two faces. Michael Brown's shooting -- and the image of his young black body left lying for hours in the summer sun -- has become a symbol of the many forms of unfairness suffered by youth of color across America. Marsha Levick and Mae C. Quinn, Contributors",0
DISCOVERED: Ancient Forest Fire Locked In Stone  ,2
"Daniel Akaka, First Native Hawaiian In Senate, Dies At 93 The former senator was an advocate for veterans and Native Hawaiians. Antonia Blumberg",0
This Woman Spent 40 Years Thinking She'd Lost Her Dad's Special Bible  Carol Kuruvilla,1
"'Arrogant' King's 2,100-Year-Old Mausoleum Discovered  ",2
"Hey, Mick Mulvaney: Let Me Help You Justify Budgeting For The Arts The arts provide truth. The arts provide guides through complex issues. Domenick Scudera, ContributorProfessor of Theater, Ursinus College",0
"Bible, Baltimore and Beyond To paraphrase the Stark words from Game of Thrones, summer is coming. Ferguson and Baltimore are likely to be the beginning of a series of (looking for a neutral term here) conflicts. Thus, it behooves us to try to think about the recent events in Baltimore in clearheaded, non-partisan ways. Howard J. Curzer, ContributorProfessor of Philosophy, Texas Tech University",1
Japan's Asteroid-Blasting 'Space Cannon' Aces Key Test Plans call for the spacecraft to rendezvous with asteroid 1993JU in 2018. The space cannon will separate from the main spacecraft Meredith Bennett-Smith,2
Why We Need Righteous Anger Now More Than Ever Seven faith leaders meditate on racism and righteous anger. Carol Kuruvilla,1
"Martin Gardner -- The Best Friend Mathematics Ever Had What do L. Ron Hubbard, H.G. Wells, G.K. Chesterton, Lord Dunsany, Alice in Wonderland, M.C. Escher, John H. Conway, Roger Penrose and Oprah Winfrey have in common? The same thing as Isaac Asimov, Vladimir Nabokov, and Salvador Dali. Colm Mulcahy, Contributor
Professor of Mathematics, Spelman College",2
"RNC Ripped, Ridiculed Over Presidential Debate Ban Threat “Republicans can’t win a fair fight and they know it,"" responded DNC Chair Jaime Harrison. Lee Moran",0
"Will Arnold Schwarzenegger Run For The Senate To Battle Donald Trump? The Guvernator may be eyeing Feinstein's seat in 2018, Politico reports. Mary Papenfuss",0
"Stephen Hawking's 'Big Ideas' Explained In Cartoon Form (VIDEO) ""I suppose the incredible thing is that he came up with all these profound, provocative insights without the convenience Sarah Barness",2
Crossing The Line: Trump Made Unwelcome Advances Towards Women He Employed Donald J. Trump had barely met Rowanne Brewer Lane when he asked her to change out of her clothes. ,0
"Friday Talking Points -- Pardon Me? We awoke to the breaking news that spinmeister Sean Spicer is out, and Sarah Huckabee Sanders is in as White House press Chris Weigant, ContributorChris Weigant is a political commentator.",0
Ruth Bader Ginsburg Returns To Work At The Supreme Court The Supreme Court associate justice had been working from home after receiving treatment for cancer. Marina Fang,0
Kanye West Presidential Announcement Leads To PAC Launch #Kanye2020 ,0
"4 Simple Ways To Stay Grounded And Stress-Free During The Holidays Vlogger Martin Sosa, from PeakYourMind, shares tips for staying mindful during this busy time. Carol Kuruvilla",1
"Man Between God and the Devil: Martin Luther and the Reclamation of Halloween What if I looked at on this Reformation Day Oberman's critique in light of Halloween how would Luther speak today in that reclamation? What would a reclaimed Halloween express? Reverend William E. Flippin, Jr., ContributorChurch Planting/Grassroots Strategist/Ecumenist",1
"Chuck Grassley Blocks Judicial Nominees, Then Says GOP Is Doing A Great Job Confirming Them ""Put that in your pipe and smoke it."" Jennifer Bendery",0
"Sacred Earth: Pope Francis and Bonna Devora Haberman The Jewish world lost one of our greatest voices for feminism and for a just Zionism this week, Rabbi Bonna Devora Haberman​. She was a founder of Women of the Wall, an activist and scholar, and co-director of YTheater, a Israeli Jewish and Palestinian theater company in Jerusalem. Rabbi David Seidenberg, ContributorCreator, NeoHasid.org; author, Kabbalah and Ecology:God's Imag...",1
Jerusalem Churches Take On Hate Graffiti  ,1
"Astronaut Builds LEGO Space Station Inside Real One The LEGO station's time fully assembled was short lived however. Due to the flammability hazards, the toy bricks could only ",2
Professor Sees Major Problem With 21-Day Ebola Quarantine  David Freeman,2
'White Noise' For Your Nose Cancels Out Nasty Odors  Jacqueline Howard,2
"Why This Muslim-American Couple Invited Strangers To Ask Them Anything ""We wanted to replace the trauma and terror with love by way of doughnuts, coffee, flowers and good conversations."" Carol Kuruvilla",1
"Satanic Temple Religious Challenge To Missouri Abortion Law Heads To Court ""Mary Doe"" argues that the law is based on a religious ideology contrary to her own. Mary Papenfuss",1
Americans Aren't Sure If Trying To Contact Aliens Is Such A Great Idea  Emily Swanson,2
"Why The Democratic Party's Move Against Bernie Sanders Could Backfire He apologized to his supporters and to Clinton, but the party might be sorry later. Samantha Lachman and Ryan Grim",0
"Trump Stokes Feud With 'Liddle Bob Corker' Trump claimed the powerful GOP senator ""was made to sound a fool"" for harshly criticizing the president. Marina Fang",0
Donald Trump Loved To Cite The Nonpartisan Agency His Aides Are Now Discrediting The Congressional Budget Office's projection about the Republican health care bill is expected this week. Igor Bobic,0
Prominent Evangelical Author Of 'Left Behind' Series Dies At 90 Tim LaHaye is revered by Christian audiences for his popular novels about the end of times. ,1
"The Pope and the Politics of Hope Pope Francis' encyclical on climate change, Laudato Si, is a bold and brilliant challenge to business as usual. Already, conservatives and liberals alike have mounted rebuttals in ways that illustrate the limits of their own ideologies. Harry Boyte, ContributorSenior Scholar in Public Work Philosophy, Sabo Center for Demo...",1
Are President Trump's Supporters Embarrassed To Tell Pollsters They Like Him? A new study tests the differences between online and phone surveys -- and finds little evidence of an effect. Ariel Edwards-Levy and Grace Sparks,0
"Paul LePage May Skip State Of The State Address Amid Talk Of Impeachment ""I'll send them a letter and we'll call it a day."" Amanda Terkel",0
Martin Scorsese To Direct Movie About Jesuit Missionaries  ,1
"James Comey 'Sure' Russia Probe Will Look Into Potential Trump Obstruction Of Justice Special counsel Robert Mueller is looking into it, the former FBI director believes. Marina Fang",0
"Rhode Island Latest State Poised To End Veterans' Homelessness ""It's hard for a person who is homeless to have dignity."" MICHELLE R. SMITH, AP",0
Pope Francis Asks Forgiveness For Church's Persecution Of Waldensians  ,1
"Parasitic Worm VIDEO Shows Huge Nematode Emerging From Dead Spider Host, Biologist Says When YouTube user Brent Askwith saw a freakishly large worm slither out of a spider he had just killed, he recorded the ghoulish Jacqueline Howard",2
This Video Shows Exactly How Much Sugar Could Kill You Plus other deadly tidbits. Dominique Mosbergen,2
"Watch A Year Flash Before Your Eyes From 1 Million Miles Away Guys, that's our whole world. Chris D'Angelo",2
Donald Trump’s Years Of Violent Rhetoric Laid Bare In Damning Supercut Trump's chilling comments are dubbed over footage of U.S. Capitol rioters in the MSNBC montage. Lee Moran,0
"Alien Contact Is Still 1,500 Years Away, Cornell Researchers Say But scientists searching for ETs aren't waiting around. Lee Speigel",2
Congressman Investigated By Feds Now Gets Paid By Feds To Lobby Congress  Michael McAuliff,0
"Hubble Captures Stunning Image Of Blue 'Bubble' In Deep Space The gas cloud circles a star some 30,000 light-years from Earth. Lee Moran",2
The Senate Is About To Anger Vulture Funds And Help Puerto Rico A bill passed Wednesday that will help the island restructure its $70 billion in debt. Laura Barrón-López,0
"Bill Nye: Debate Over Evolution In Texas Schools Is Jeopardizing Our Future So what can parents across the U.S. do to make sure their kids' scientific education isn't being stunted? ""This textbook ",2
"Feuding Chelsea Clinton And Kellyanne Conway Go At It On Twitter Trump's counselor snaps back at the former first daughter over her dig about the ""Bowling Green massacre."" Mary Papenfuss",0
"Tim Kaine Reaches Out To Mormons With Stories Of His Own Mission Work With a third-party candidate rising in the ranks in Utah, Tim Kaine appeals directly to Mormons in a new op-ed. Carol Kuruvilla",1
"What The Pope And Thousands of Pagans Have In Common The causes of our environmental crisis are more complex than any single religion. We can neither vilify Christianity, nor idealize ancient pagan religions. John Halstead, ContributorActivist, Blogger,  Editor of ""Godless Paganism""",1
"Presbyterian General Assembly Biennial Meeting: My Message on Israel and Palestine The sustainability of Israel as a homeland for the Jewish people has always been dependent on its ability to deliver justice to the Palestinians. We learned in South Africa that the only way to end apartheid peacefully was to force the powerful to the table through economic pressure. Desmond Tutu, ContributorArchbishop Emeritus of Cape Town",1
These Spectacular Nature Photos 'Evoke A Sense Of Time & Origins' Prepare to be filled with awe. Jacqueline Howard,2
"Climate, Iraq, #BlackLivesMatter -- A Trumpless Show While Rich disparages Obama's EPA carbon regulation as trivial, Gara sees it as part of an urgent program (with CAFÉ, Green Energy) that'll make him THE Climate President. Is #BlackLivesMatter a child of the Civil Rights '60s? Then: Jeb redefines chutzpah by blaming Obama/Clinton for W's Iraq. Mark Green, ContributorHost, 'Both Sides Now' & author of ""Bright, Infinite Future""",0
Daily Meditation: Connecting With The Earth  Antonia Blumberg,1
Donald Trump's Proposed Muslim Ban Has Not Aged Well: A Timeline It's been a winding road. Antonia Blumberg,1
"HuffPost Rise: What You Need To Know On December 15 Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. ",0
"'Sophisticated Evaluation of Serious Research' at the New York Times? Some editors at the New York Times seem to have either developed a severe case of institutional amnesia, or decided to confer the presumption of innocence upon cellphone radiation, as the newspaper did upon asbestos for an entire decade after the mineral had been shown to be the most important industrial carcinogen in the world. Paul Brodeur, ContributorFmr. staff writer at The New Yorker",2
WATCH: Americans Open Up About What It's Like To Be Muslim In This Country It's harder than you think. Chantelle DMello,1
"NASA’s Juno Spacecraft Sent Back Some Spectacular Shots Of Jupiter “We are rewriting our ideas of how giant planets work."" Nick Visser",2
11 Things Hillary Clinton Must Do To Beat Donald Trump Defeating the demagogic billionaire won’t be as easy. Here’s the Clinton strategic checklist for the campaign's final months. Howard Fineman,0
A Poll Finds Most Americans Don’t Trust Public Opinion Polls But there's literally no other way to measure what the public thinks. Natalie Jackson and Grace Sparks,0
"Trump And The Catholic Schism No religion can survive long, or fruitfully, in fundamental conflict with the culture of its time. Rosemary Westwood, ContributorColumnist and Writer",1
"The Troubling Persistence Of The Hatred Of Black People The sound and the fury about the presence and the persistence of racism have been loud and boisterous from much of the public Susan K Smith, ContributorRev. Dr.",1
"Red Mind, Blue Mind: Are There Really Any Independents? How do Independents manage to rise above party politics while the rest of the electorate is divided by ideology? Well, perhaps they don't. New evidence suggests that the label ""Independent"" may imply more objectivity and purity than these Independents deserve. Wray Herbert, Contributor
Author, 'On Second Thought: Outsmarting Your Mind's Hard-Wired...",2
"Double Feature We like to separate the Apollo and Shuttle eras in our mind (and the five-year interregnum period without crewed flights makes it easy to), but in 1981, Apollo was still part of recent memory, with many key players like Young and Kranz still working at NASA. Zoe P. Strassfield, Contributor
BU Class of 2015, science communicator and Aspiring Archaeologist",2
Looking Good!  Andrew Hart,0
Pope Francis Outlines Strict New Measures For Bishops Who Covered Up Abuse The pontiff has pledged zero tolerance for those who abuse children. ,1
"Snapchat Honors Muslim Holiday With Live Video Feed ""Mecca deserves to be seen by the whole world."" Antonia Blumberg",1
"Spacecraft Lifts Off In Search For Life On Mars The European-Russian mission is the latest to seek out Martian life. Maria Sheahan, Reuters",2
"Fathers' Sexism May Curb Daughters' Work Ambitions, Research Suggests The researchers aren't sure why boys didn't respond in the same way as girls to their fathers' attitudes. It's possible that ",2
"GOP Lawmaker Says Conservatives 'Own' Christian Tradition Rep. Dave Brat said Obama is ""bonking Republicans over the head with the Bible."" Ed Mazza",1
"Gay Marriage: A Christian Response Can a faithful Christian support the court's decision? What can we say in response to questions voiced by some Christian people? Barbara Kay Lundblad, ContributorOrdained minister, Evangelical Lutheran Church in America",1
"Charlottesville: We are Human Beings First When I heard the news of the deadly violence in Charlottesville, Virginia, this past weekend, shock doesn't begin to communicate Michael Jinkins, ContributorMichael Jinkins is the President of Louisville Presbyterian Th...",0
"8 Of The Year's Most Extreme Adventure Photos (So Far) From National Geographic Wowza. National Geographic, National Geographic",2
NASA Has A Whole Lot Of Science Planned For 2017 It remains to be seen how these plans will fare under the next president. Nick Visser,2
"Does Natural Selection Really Explain What Makes Evolution Succeed? Did Wallace and Darwin hit the nail on the head and identify the crucial process of biological diversification? To most people, and especially to the evolutionist profession, the answer is so obviously ""Yes"" that even to pose the question subjects the person asking to abuse. James Shapiro, Contributor
Professor of Microbiology at the University of Chicago",2
Air Pollution Leaves Significant Traces Of Magnetic Metals In Your Brain The nanoparticles formed during combustion possibly contribute to Alzheimer's disease. Bahar Gholipour,2
"Menopause as a Consequence of Within-Family Competition A lot of evolutionary thinking about menopause centers on the costs of dying in childbirth and the benefits provided by grandmothers. But theoretic modeling suggested that competition within the family provides the missing ingredient in our understanding of menopause. Rob Brooks, Contributor
Evolutionary biologist and author",2
"Earth's Core & Carbon: Planetary Center Holds Largest Store Of Common Element, Computer Simulation Suggests Even though the bulk of the core is iron, scientists have surmised it must contain a small amount of lighter elements such ",2
"So That Happened: With Iran Letter, GOP Senators Basically Say 'Don't Trust America'  Jason Linkins, Arthur Delaney, Zach Carter, and Jessica Schulberg",0
Debating Forgiveness In The Face Of Hate  Rahel Gebreyes,1
"'Single Gene May Hold Key to Life Itself' Distortions and sensationalism really only explain how deterministic stories persist -- not why. There must be something satisfying and lucrative about ""gene-for"" stories. What is so sexy about a gene for IQ? Nathaniel Comfort, Contributor
Associate professor, Department of the History of Medicine, Jo...",2
"Despite Same-Sex Marriage Ruling, Gay Adoption Rights Uncertain In Some States “A person’s lifestyle shouldn’t matter if they can provide love and compassion.” Rebecca Beitsch, Pew's Stateline",0
"Asteroid Mining, The Republican Brain, Science Education On 'The Point' (VIDEO) I was recently invited to guest host ""The Point,"" presented by ""The Young Turks'"" YouTube channel, TownSquare. As the Science Cara Santa Maria",2
"Do You Know Where Your E. coli Are? Clearly the contamination of recreational waters and key venues is a big concern.  But when you go, do you know that you could leave your E. coli behind?  And what does that mean in regard to your health? Joan Rose, Contributor
I am a water microbiologist that works at the interface betwee...",2
'A Beautiful Mind' Mathematician Killed In Car Accident  Alana Horowitz Satlin,2
"No Drug Tests For Food Stamp Recipients, Feds Tell Georgia  Arthur Delaney",0
The Subscription Service That Promises To Deliver 'Jew-y Goodness' To Your Door Hello Mazel is a quarterly subscription box service that's perfect for modern-day Jews. Carol Kuruvilla,1
"The Power of Presence To deepen and heal our relationships he guides us to say (to ourselves) as we sit with our loved ones, ""Darling, I am here for you. Darling, I know you suffer, and I am here for you."" Ellen Magnis, ContributorExecutive Director, Family Gateway",1
That Drone Skirmish With China? It Was Over Before Donald Trump’s First Mean Tweet. The president-elect would have known this if he’d taken his presidential briefing that morning before tweeting. S.V. Date,0
"Christians and Coffee Cups My faith is just destroyed if I don't get my Venti Blonde Roast with room for milk in a cup that features the name of my Lord and Savior. Rev. Emily C. Heath, ContributorClergy, United Church of Christ",1
"Climate Change Made Hurricane Harvey Worse, Scientists Say Rain associated with the lethal storm was at least 15 percent stronger, thanks to our warming world. Nick Visser",2
"Quantum Computing Using Optical Circuits May Blow Classical Computers Away ScienceNOW, the daily online news service of the journal Science So have physicists outpaced a classical computer? Not even Melissa Cronin",2
The Science Behind How Cute 'Tuxedo' Cats Get Their Patchy Fur How piebald patches form on animal fur might help us better understand genetic diseases in humans. Jacqueline Howard,2
"The Supreme Ugliness Of The Deportation Regime Things are going to go from ugly to hideous when the federal government brings its might against sanctuary cities. Llewellyn King, ContributorJournalist, broadcaster, public speaker",0
"Lyrid Meteor Shower To Peak Tonight (April 21) But May Be Dulled By Moonlight The best time to seek Lyrid meteors is actually in the wee hours of Monday morning (April 22) after the moon has set, but ",2
Were Scientists Wrong About Reefs?  Macrina Cooper-White,2
"Why Is The Southern Baptist Convention Cutting Hundreds Of Jobs? As many as 800 employees from the overseas missions agency will soon be unemployed. Adelle M. Banks, Religion News Service",1
"Virginia Schools Close After Uproar Over Arabic Calligraphy Lesson ""It is outrageous to believe she is trying to convert anyone to Islam."" Ed Mazza",1
"Sleep Study Looks At Link Between Shut-Eye, Exam Scores  Jacqueline Howard",2
"NASA Delays Spacewalk After Spacesuit Issue Arises Follow Mike Wall on Twitter @michaeldwall and Google+. Follow us @Spacedotcom, Facebook or Google+. Originally published Space.com, Space.com",2
"Why Are There No Drugs For Ebola Virus? The first outbreak of Ebola was in 1976 -- nearly 40 years ago -- so why is there yet no cure? Kartik Chandran, Ph.D. and John M. Dye, Ph.D., Contributors",2
Moon's Shadow During Solar Eclipse Spotted On Earth's Surface The first solar eclipse of 2013 turned the sun into a dazzling ring of fire Friday (May 10) for observers in northern Australia ,2
"What Christians SHOULD Be Saying About Charlottesville I’m perplexed by intelligent, God-fearing, law-abiding Christians who are confused by what side of the line our faith should place us on. Calvalyn Day, ContributorWife. Mom. Family and Business Coach. Believer. Lover of Coffee.",1
"This Is The World's First Official 'Jewish Tartan' The design, created by a Scottish rabbi, celebrates both Scotland's history and Jewish values. Dominique Mosbergen",1
"Happy Rosh Hashana! Over the years, Rosh Hashana has become associated with many recognizable objects and foods which you might see depicted on Rosh Hashana greeting cards or synagogue pamphlets. Rabbi Levi Welton, ContributorRabbi",1
"Comet ISON Mission To Use Balloon Platform To Observe 'Comet Of Century,' Scientists Say With launch day only a few months away, the anticipation is building. ""Balloon liftoffs are magical moments,"" Young said ",2
"Loneliness Is Bad For You, And This Study May Help Explain Why Feeling lonely may trigger changes in our cells that could make us more susceptible to illness. Jacqueline Howard",2
"Trump's Economic Vision Could Blow A $1 Trillion Hole In U.S. Economy, Study Finds Things could really go downhill if the GOP nominee were able to implement his policies without restraint. Matt Ferner",0
"Joe Scarborough: Trump's Legal Strategy Is Like 'A Monkey Throwing Poo Against The Wall' ""It doesn't usually turn out well,"" the MSNBC host said of feces flinging. Hayley Miller",0
"Melania Trump Offers More Details On Her Immigration History, But Still No Proof Her attorney says media reports about when and how she came to work in the U.S. are wrong. Elise Foley",0
'Better Late Than Never': Account Reposting Trump Tweets Verbatim Reacts To Twitter Ban The @SuspendThePres account reposted Trump's words for months to prove that an average citizen would be banned for such rhetoric. Jeremy Blum,0
"Memo to Netanyahu: Read ADL Survey, and Stop Equating Israel Criticism With Anti-Semitism! Any time somebody criticizes Israel, Bibi starts the lamentation that Israel's existence is being delegitimized, that anti-Semitism is rearing its ugly head again and that the Jewish people's continuity is being threatened. Carlo Strenger, ContributorProfessor of Psychology and Philosophy, Tel Aviv University",0
"Green Party's Stein To Pursue Pennsylvania Recount Petition In Federal Court “The Stein campaign will continue to fight for a statewide recount."" ",0
"Religious Profiles: Another Amazing American Muslim Woman (PHOTOS) Hanif established Muslimat An-Nisaa in 1987 to help Muslim women and children access health, education and well-being services that were otherwise unattainable. Soon, she began providing shelter services as well, to those who needed it. Engy Abdelkader, Contributor",1
"As Florida Governor, Jeb Bush Provided Special Access To Lobbyists  ",0
"HuffPost Rise Morning Newsbrief, October 7 Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. ",0
"The Meaning of Goodness For those who know C.S. Lewis as the author of the Chronicles of Narnia books, it may be a surprise that the he became famous for his wartime radio addresses to the British people during WWII. Peter A. Georgescu, ContributorChairman Emeritus, Young & Rubicam; Author, 'The Constant ...",1
Daily Meditation: Reflection  Antonia Blumberg,1
"The Retreat From Universalism: How Identity Politics and Old Time Religion Corrode Human Rights Progress Amid the ashes of World War II, with the stench of industrial-scale genocide in their nostrils, the nations of the world pledged to do better. They signed onto the Universal Declaration of Human Rights. Clay Farris Naff, ContributorScience and Religion Correspondent for the Humanist Magazine",1
"British Pastors, Politicians Want To Stop U.S. Evangelist From Preaching In Their Town Franklin Graham is facing vocal opposition to his U.K. visit for his bigoted rhetoric. Carol Kuruvilla",1
"The Trouble With Trolleys Listening the other day to BBC Radio 4, I caught the end of one The Philosopher's Arms. The subject was trolley ethics. My hope was that a big problem with the best-known example of this philosophical discipline would be explored. Sadly, though, it was left undiscussed. Brian Clegg, ContributorPopular science author",2
"The Rabbi and the Christmas Tree Just before Christmas the previous year, my mother (""Mimi"" to her grandchildren) had died in my childhood home in Savannah, Georgia.  For the first time in my life I had decided to spend Christmas away from my family of origin, away from Savannah.  It was not an uncomplicated decision, but I had made peace with it. Rev. Eleanor Harrison Bregman, ContributorDirector of Multi-Faith Initiatives at Romemu",1
