DVRL,DataOob,text,label,index,beta_shapley,loo
0.5487379,0.682867705821991,Muslim Celebs Explain Why A Religion Of 1.7 Billion Can't Be Reduced To Stereotypes What does it mean to be Muslim? There are more than a billion answers. Antonia Blumberg,RELIGION,82,0.000345281772953,0.0003441873823841
0.5486975,0.6987019181251526,How Would You Have Done On The First SAT Ever?  Rebecca Klein,POLITICS,350,4.022709503422579e-05,3.373613620549776e-05
0.53799945,0.693808913230896,"Kalevi Kull: Censorship & Royal Society Evo Event  Suzan Mazur, ContributorAuthor, 'The Origin of Life Circus:  A How To Make Life Extrav...",SCIENCE,285,3.0128343840940387e-05,3.035387444572102e-05
0.54872006,0.6738885045051575,LOOK: 1 Million Monks Can Fit In This Buddhist Temple  Antonia Blumberg,RELIGION,965,0.0001749319597996,0.000157226247649
0.5486678,0.6827955842018127,"Domestic Violence Awareness Must Be Inclusive Of Immigrant Survivors This Domestic Violence Awareness and Action Month is a time to strengthen our resolve to make sure that our community response to domestic violence is truly relevant to all survivors. Grace Huang, ContributorPolicy Director, Asian Pacific Institute on Gender-Based Violence",POLITICS,792,1.2673864932309643e-05,4.16987626628007e-06
0.54866564,0.679112434387207,"President Obama Says Flint's Glass Is Half Full Yes, the water crisis was bad -- but things are getting better. Arthur Delaney",POLITICS,99,2.5248659490655997e-05,6.084221278324087e-05
0.54873526,0.6858075857162476,One Republican Would Subpoena Trump's Taxes If Russia Probe Goes There Sen. Susan Collins said the Intelligence Committee would seek the president's withheld tax returns if it is necessary to find any Russian connections. Michael McAuliff,POLITICS,645,0.0002564248873818,0.0003445247330589
0.5381945,0.6723111271858215,Hawking Warns We're Facing A Disaster In Next Thousand Or Ten Thousand Years But it doesn't have to be the end of humankind. Steven Hoffer,SCIENCE,787,8.222660027826478e-05,6.78754929930303e-05
0.5487595,0.686921238899231,"Trump Is Still Threatening To Pull Out Of NAFTA – Except Maybe He Can’t Congress approved a law implementing the trade deal, and it is unclear whether Trump can unilaterally undo that. S.V. Date",POLITICS,210,0.000299013286084,0.0002691395616194
0.5486924,0.67240971326828,"Explaining the Middle East in Two Minutes! Your favorite politician or pundit says there's an easy solution? This should help clarify things... Rick Horowitz, ContributorMilwaukee Public TV Commentator, Writing Coach, Writing & ...",POLITICS,440,4.841739707162574e-05,3.883361385681461e-05
0.548601,0.6905844807624817,"Abercrombie Religious Discrimination Case Less Than Cool For Supreme Court, Sikh Americans If the Supreme Court imposes stringent notice requirements on job applicants and employees, it will set the clock back on religious rights in the workplace by decades. Employers will be able to duck their heads into the sand any time a visibly religious Sikh, Muslim or Jew walks in. Gurjot Kaur, ContributorCivil Rights Attorney, Writer, Activist",RELIGION,398,7.873772015793788e-05,8.242400584235199e-05
0.5486764,0.6970882415771484,Pope Makes Surprise Stop To Bless Statue Of Catholic-Jewish Unity Students and faculty at Saint Joseph's University came out in full force to witness the pontiff's historic visit. Carol Kuruvilla,RELIGION,480,0.0002612921384836,0.000279712229767
0.5487861,0.6890856623649597,"Pension Benefit Cuts Planned at T.V.A., Breaking a Federal Firewall But what has elevated an increasingly common debate about pensions into a larger controversy about inequality is Mr. Johnson’s ",POLITICS,188,6.685874901564477e-05,7.329631598773645e-05
0.5380982,0.6916481852531433,Milky Way's Vast Galactic Plane Shimmers In Hypnotic New Video The Herschel Space Observatory offers an unprecedented look at our galactic home. David Freeman,SCIENCE,250,0.0002165603168322,0.0002207789729924
0.5379783,0.6731993556022644,"Neil deGrasse Tyson: Science Deniers In Power Are A Profound Threat To Democracy ""You don't have the option to say you don't believe E=mc2. It's true whether or not you believe it."" Mary Papenfuss",SCIENCE,228,-1.815189939932498e-05,-1.2630886010667195e-05
0.5486511,0.6830615997314453,"Republicans Say Their Supreme Court Obstruction Is For The Good Of The Nominee GOP senator admits that it's not about a nominee's qualifications, it's about politics. Amanda Terkel and Sam Stein",POLITICS,97,0.0002801766401146,0.0002474676027299
0.5485766,0.6807661652565002,"Stop Trying To Repeal Obamacare, Former GOP Official Tells His Party You can't do it, Tommy Thompson said, and you shouldn't try. Jonathan Cohn",POLITICS,233,0.0001724755442264,0.0001553906633593
0.5487526,0.6859782338142395,"Shmitta: The Bible's Solution to America's Debt Problems? Where are we now? Income disparity soars, student loans threaten to be the next subprime mortgages, and millions of Americans struggle daily to make ends meet. Unmanageable, crippling debt is still harming millions of American families. Ari Hart, ContributorRabbi, Co-founder, Uri L'Tzedek: Orthodox Social Justice",RELIGION,903,1.6477478370343505e-05,1.8993076841278267e-05
0.5487041,0.6951929926872253,"These 15 Tiny Churches Have Plenty Of Personality Tiny church, huge spirit. Carol Kuruvilla",RELIGION,572,0.0004016493792592,0.0004157935368878
0.5486914,0.6943718194961548,How This Former Extremist Embraced The Real Meaning Of Jihad Muslim scholar Manwar Ali shares his life story in a Tedx talk. Carol Kuruvilla,RELIGION,202,0.0004157985621215,0.0002991869102142
0.54870594,0.6778936982154846,"How To Vote If You're In The Military Or Living Abroad Trust us, it's easy. Sara Bondioli",POLITICS,488,3.198523299292183e-05,3.271532803594823e-05
0.54860705,0.6796489953994751,Keith Ellison May Have A Radical Challenger For DNC Chair -- Who Backed Hillary Clinton NARAL's Ilyse Hogue is the first woman eyeing Democratic National Committee leadership in the Trump era. Mollie Reilly,POLITICS,200,0.0003428777404807,0.0002713379226479
0.5487791,0.6812337040901184,"What If Obama Really Went Off the Deep End Like Honduras' Mel Zelaya Just imagine this story. President Barack Obama decides he wants to have a national referendum on being able to have a national referendum during the next general elections. Marco Cáceres, ContributorEditor, Honduras Weekly",POLITICS,885,0.0001419270822483,0.000147404792721
0.537875,0.693402886390686,"How One Man's Face Became Another Man's Face For the moment, the face belongs to no one. It floats in a bowl of icy, hemodynamic preserving solution, paused midway on ",SCIENCE,74,1.635786370246964e-05,7.064579674809224e-06
0.5486987,0.6853485703468323,"Giving Up Something, Or Not Giving Up Something, for Lent I am not suggesting that we just suppose that everyone around us can be trusted and we need not worry about our personal safety or the security of personal belongings. But I do propose giving up the practice of focusing on the faults of other people and, instead, looking for their good qualities. William B. Bradshaw, ContributorAuthor",RELIGION,515,0.0001555384244255,0.0001121414586087
0.53798556,0.7064161896705627,"New Horizons Won't Be The Only Spacecraft At Our Solar System's Edge The Voyager 1 spacecraft, which launched in 1977, made the historic entry into interstellar space in 2012 and continues to Jacqueline Howard",SCIENCE,997,0.0003793833914635,0.0003560038131757
0.5487782,0.6836385130882263,"With Sanctions And Condemnation, U.S. Hints At Shift On Russia The new sanctions are the most significant the U.S. has taken against Russia since Trump took office. Arshad Mohammed and John Walcott, Reuters",POLITICS,224,0.0001977645987956,0.0002099468152734
0.53787625,0.6928750276565552,"Interstellar Winds Flowing Into Our Solar System May Have Shifted Direction, Study Finds As Earth and the other planets orbit the sun, the solar system itself travels through space. Its slow journey is taking it Jacqueline Howard",SCIENCE,41,0.0003737433958423,0.0004202713460728
0.54857844,0.6762272715568542,"George H. W. Bush Released From Hospital After Fall KENNEBUNKPORT, Maine (AP) — Former President George H.W. Bush was released from a Maine hospital on Sunday, four days after ",POLITICS,949,3.812722111406324e-05,2.461361927785788e-05
0.53813905,0.6885691285133362,"Scientists Scan 100,000 Galaxies But Find No Evidence Of Alien Life  Macrina Cooper-White",SCIENCE,292,0.0001709612365698,0.000156437709309
0.54867744,0.6786375641822815,Tomi Lahren Gets Owned By Genealogist After Her Remarks On Low-Skilled Immigrants Lahren’s great-great-grandmother spoke no English after living in the United States for a decade. Jenna Amatulli,POLITICS,205,4.967460144656269e-05,3.7796345602414405e-05
0.53789675,0.6884101033210754,"2013 Comets: Astronomers Prepare For Comet ISON, Pan-STARRS In 'Year Of Comets' Many comets today are discovered by teams of observers, which has started a trend to name these discoveries for the project ",SCIENCE,217,-3.664999539610848e-05,-1.827807776466628e-05
0.54868907,0.695506751537323,Donald Trump Blasts China's 'Unpresidented' Seizure Of U.S. Navy Drone All while remaining unfazed by suspected Russian cyberattacks. Chris D'Angelo,POLITICS,373,0.0001562683725173,0.0001479690461088
0.53797215,0.6785640120506287,Identical Twins' Genes Research Suggests Siblings Are Genetically Different SAN FRANCISCO – Identical twins may not be so identical after all. Even though identical twins supposedly share all of their ,SCIENCE,194,0.0001819712726103,0.0001506621337836
0.54866153,0.6770283579826355,Southern Conservative Named To House Leadership Post  ,POLITICS,699,8.670340213533579e-05,9.981129829084168e-05
0.5379467,0.6774119734764099,"The Mistrust Of Science If this place has done its job—and I suspect it has—you’re all scientists now. Sorry, English and history graduates, even ",SCIENCE,615,9.917225433114605e-05,0.0001401119234252
0.54869276,0.6711708903312683,"Republicans Beg Supreme Court To Let Them Keep Using An Unconstitutional Map “There is no need to hurry"" to redraw those congressional districts, they said. Sam Levine",POLITICS,347,0.0002027613919059,0.0002604349268917
0.53793985,0.6846100091934204,"NASA Uses Navajo Language To Name Rocks And Other Features Of Mars How do you say Mars in Navajo? Try ""Máaz."" Jeremy Blum",SCIENCE,679,0.0003632941319063,0.0002946139742694
0.5487092,0.6910334825515747,"U.S. Lawmakers Join Demand For Puerto Rico Governor’s Resignation Puerto Ricans staged week-long protests calling on Ricardo Rossello to quit over leaked misogynistic and homophobic messages. Andrew Hay, Reuters",POLITICS,591,2.017778868987893e-05,2.190520490796821e-05
0.53797966,0.6922613978385925,'Bergxit': One Of The Largest Icebergs On Record Set To Break From Antarctic Shelf Experts say the chunk of ice will be larger than the island of Bali. Chris D'Angelo,SCIENCE,314,3.110653633002647e-05,5.323403311763286e-05
0.54881674,0.6833213567733765,GOP Tax Plan Estimated To Add $1.7 Trillion To National Debt The Republican plan sharply reduces individual and corporate tax rates. Matt Fuller and Arthur Delaney,POLITICS,895,9.459997317870865e-05,0.0001953592292287
0.5487851,0.6807209849357605,"The Magical Headspace Of Muslim Artist Noor Al-Mosawi It's about ""finding a grounding, stabilizing energy in our lives, regardless of what's swirling around us."" Carol Kuruvilla",RELIGION,382,0.0004446669944045,0.000409190977276
0.548689,0.6811701059341431,"Forgiveness of Others and of Ourselves: Yom Kippur Thoughts Lately, I have come to believe the power to forgive is always mine. Exercising that power makes me stronger, not weaker. It definitely makes me happier. Why on Earth would I want to hold on to the pain of hating someone for something that happened 30 years ago? Laurie Levy, ContributorFounding director, Cherry Preschool; Blogger, ChicagoNow",RELIGION,137,-8.700778579095717e-05,-6.447163774669917e-05
0.54883635,0.6837822794914246,"The Vatican's Synod on the Family, and Why You've Missed the Point. If you are extraordinarily upset or excited about the extraordinary Synod of Bishops on the family that has taken place for the last two weeks here in Rome, then you likely don't really understand what it actually is. Rev. Michael Rogers, S.J., ContributorJesuit Priest",RELIGION,385,2.945956345110365e-05,1.0873546457901284e-05
0.54864585,0.6733389496803284,"9/11 Memorial Brats - Never Forget! After looking for about ten minutes, Laura whispers my name. “Bert, over here.” She is standing next to a bronze parapet Bert Fulks, ContributorWriter, speaker, musician, business manager, and non-profit di...",POLITICS,891,1.799008022616917e-05,1.8165851250584453e-05
0.54872096,0.6775693893432617,"Nebraska, Oklahoma File Suit Against Colorado Over Marijuana Legalization  Matt Ferner",POLITICS,226,2.5675660717484675e-05,3.0424224767067187e-05
0.54876184,0.6799681186676025,"The Contagion of National Anger Emotional contagion is not always bad. But when it seeks to generate anger merely to criticize, condemn, and push ends for which no compromise is sought and no valid claims of others are acceptable, it propagates hate and despair Terry Newell, ContributorFounder, Leadership for a Responsible Society",POLITICS,503,2.1660053113188824e-05,2.242660808748909e-05
0.5487529,0.6811056733131409,Why A Round-The-Clock Sit-In At This Catholic Church Is Ending After 12 Years The Friends of St. Frances Xavier Cabrini have been working in shifts since 2004 to keep the building constantly occupied. ,RELIGION,618,5.532301780501146e-05,5.281617994423726e-05
0.5486425,0.6767281889915466,"Marco Rubio Slams Ted Cruz As 'Isolationist' Rubio said that while the Texas senator ""talks tough"" on national security, his actions tell a different story. Kelly Chen",POLITICS,969,0.0001997881660243,0.00014926650241
0.54874486,0.6683982014656067,"'Access Hollywood' Shoots Down Trump: 'The Tape Is Very Real' ""He said every one of those words."" Mary Papenfuss",POLITICS,719,0.0001705838305413,0.0001391864117514
0.5379538,0.6972236037254333,15 Photos From Astronaut's Year In Space That Are Out Of This World Scott Kelly's Twitter feed gave us an incredible view of Earth. Jacqueline Howard,SCIENCE,98,0.0001166101788833,0.0003150167605865
0.53809637,0.6741644740104675,"Study Reveals Stunning Acceleration Of Sea Level Rise The oceans have heaved up and down as world temperatures have waxed and waned, but as new research tracking the past 2,800 ",SCIENCE,498,0.0001088691042012,0.0001112679316754
0.5487933,0.6723327040672302,"John Boehner Calls Ted Cruz 'Lucifer,' Word Searches Dramatically Spike Apparently some people had to look up the devil's lesser-known name. Antonia Blumberg",RELIGION,254,0.0001145511234035,8.687262279094554e-05
0.5380737,0.6851524114608765,"New Museum Shows How Your Life Could Have Been 600,000 Years Ago | TIME.com To the south of Rome, a new museum will shed light into what life may have been like – 600,000 years ago. Read more on world.time.com ",SCIENCE,837,0.000292175263224,0.0002136336223659
0.54860705,0.6857795715332031,"Donald Trump’s Immigration Plan: Big Promises, Bigger Doubts Big promises are to be expected from presidential candidates, but reality often intrudes. ",POLITICS,23,0.0001526656437294,0.0001298688151387
0.5488226,0.7005844712257385,"Betsy DeVos Accused Of 'Whitewashing' The History Of Black Colleges Her statement on the issue is offensive and inaccurate, scholars say. Rebecca Klein",POLITICS,850,1.913939692693874e-05,2.0402725283918954e-05
0.54871273,0.6961161494255066,"San Juan Mayor And FEMA Official Debate Hurricane Response ""And all I did last week, or even this week, was ask for help. It has to happen in a sustained manner,"" Carmen Yulín Cruz said. Jason Cherkis",POLITICS,24,9.69131271030006e-05,0.0001006133695862
0.54882294,0.6741319894790649,Belgian Catholic Bishop Calls For Recognition Of Same-Sex Relationships  Carol Kuruvilla,RELIGION,530,0.0003422110286201,0.0002639826339436
0.53820693,0.6606565713882446,"Science And Technology Combine In Search For Underwater Resting Place Of WWII MIAs ""Families of MIAs never quit -- they never stop missing the person who's been taken out of their lives,"" says BentProp Project founder Patrick Scannon. Lee Speigel",SCIENCE,744,9.371425585042024e-05,7.935960999150282e-05
0.53805095,0.6915391087532043,Astronomers Create First 3D Map Of Hidden Universe  David Freeman,SCIENCE,868,3.64211672690215e-05,4.398012734241341e-05
0.5380104,0.7029600739479065,Scientists Create World's Coldest Molecules  Macrina Cooper-White,SCIENCE,482,8.182567630375297e-05,9.613454826595812e-05
0.54873395,0.6836598515510559,Rep. Joe Kennedy Picked To Give Democratic Response To Trump's State Of The Union He's expected to speak in defense of working Americans. Mary Papenfuss,POLITICS,976,0.0002317942800436,0.000232630800711
0.5487534,0.6791795492172241,"Cannabis Activists Get High In Front Of The White House In Dramatic Drug Law Protest A ""green energy"" revolution? Daniel Marans",POLITICS,173,4.3562624570618735e-05,2.9774198406773426e-05
0.54881364,0.6699756383895874,"On the Last Day of Matzah: Zucchini 'Pasta' With Turkey Meatball Each day of this Passover holiday I've posted a gourmet way for Jews to honor the commandment to eat matzah, aka ""the bread of affliction"": eight easy recipes that are friendly to modern tastes and diets, and with a little less added affliction. Today is the last day. Danielle Crittenden Frum, ContributorCreative Director and CEO, Fig Tree & Vine",RELIGION,548,5.687886665031168e-05,7.156826558141205e-05
0.54862726,0.6744004487991333,"Why I Can No Longer Support My Former Employer, InterVarsity Christian Fellowship They have drawn the wrong line in the sand. Matthew D. Taylor, ContributorBorn fundamentalist, raised Evangelical, seminary trained, now...",RELIGION,512,9.717437456273768e-05,7.802407512880194e-05
0.5381096,0.6908913254737854,WATCH: Scientist Puts ‘Deflategate' Under The Microscope  ,SCIENCE,597,9.617087803758256e-05,0.0001563795857695
0.5486589,0.6925948262214661,"HuffPost Rise: What You Need To Know On August 2 Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. ",POLITICS,708,5.326927991099545e-05,2.8949829891322665e-05
0.54877734,0.6884657144546509,"Yom Kippur: What About That Other Book? Imagine this: One instant ago, your body had weight and heat and heartbeat.  And then, with one final long breath, all that is truly you rises like carbon bubbles of light, pressed to the ceiling. Carol Orsborn, ContributorCoauthor Spirituality of Age",RELIGION,588,4.228212451159672e-05,3.765596025107065e-05
0.54878616,0.6853615641593933,Why Death Is The Liveliest Topic At The Edinburgh Festival Fringe  Jaweed Kaleem,RELIGION,817,9.7492286938096e-05,0.0001260257523034
0.53806037,0.6902843713760376,"Snail Shells Coil To Right 95 Percent Of The Time, New Study Shows The researchers don't know why sinistrality is so rare underwater, but the most likely explanation, they say, is that unlike Jacqueline Howard",SCIENCE,88,1.8347888953953823e-05,1.8410695961978973e-05
0.53791904,0.7096388936042786,"Elusive Dwarf Galaxy Found Orbiting Our Milky Way It's the fourth largest circling our Milky Way, astronomers say. Jacqueline Howard",SCIENCE,943,8.797063371968297e-05,0.0001468968332802
0.5487182,0.6730480194091797,"Daily Meditation: Sun-Kissed We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",RELIGION,808,0.0001135083717235,0.0001812725252312
0.5381415,0.6937341094017029,Aliens Might Be Way Bigger Than We Ever Imagined  David Freeman,SCIENCE,797,5.960615492924608e-05,8.575500369811806e-05
0.5486642,0.6754725575447083,"The Biggest Nuclear Threat To America? It's Ourselves. The U.S. has been very fortunate not to have nuked itself with multiple hydrogen bombs over the last 70 years. William Astore, ContributorWriter, History Professor, Retired Lieutenant Colonel (USAF)",POLITICS,693,4.406177053793842e-05,6.102359842219407e-05
0.53815264,0.6862112879753113,"Ron Miller's Planet Art Shows How Night Sky Would Look If Earth Had Planets Instead Of Moon (PHOTOS) For the eye-popping images below, Ron Miller, former art director for the National Air and Space Museum's Albert Einstein Macrina Cooper-White",SCIENCE,668,0.0002392415352756,0.0002485639524096
0.5487349,0.6892070174217224,"Clergywomen Rising: Study Finds Gender Pay Gap Closes To 7 Cents On The Dollar Women ministers are making dramatic strides in achieving equal pay with male clergy. The gender pay gap shrunk from women David Briggs, ContributorDavid Briggs writes the Ahead of the Trend column on religion ...",RELIGION,878,4.956301868757505e-05,7.607872228532209e-05
0.5380343,0.6744216084480286,Missing Comet Lander 'Philae' Finally Located After Long Search The hunt is over! David Freeman,SCIENCE,161,0.0001240908556069,9.654505231782018e-05
0.5486147,0.6678038239479065,"Bernie Sanders Supporters Unleash Sexist, Nasty Attacks On Nevada's Dem Chair Just listen to the voicemails Roberta Lange has received. Sam Stein",POLITICS,397,0.0001567949714945,0.0001512818906954
0.5487093,0.6759452223777771,"Punishing Without Evidence: The Trump Administration’s Gratuitous Steps To Roll Back Progress Between The United States And Cuba Whoever is responsible for attacks on U.S. Embassy personnel has a clear agenda. We can't let them succeed. Sen. Patrick Leahy, ContributorU.S. Senator, Vermont",POLITICS,501,0.000101062264058,9.521054007377572e-05
0.5380376,0.6867333650588989,'Strong Signal' From Another World Might Not Be Aliens After All Signal detected by SETI researchers could have come from someplace much closer to home. Ed Mazza,SCIENCE,772,-6.296681654657175e-05,-7.798391688962347e-05
0.5488012,0.6972687840461731,"SAY IT: People Beg Trump To Clearly Denounce White Supremacy By Sunday, White House officials clarified that he meant to do so, yet there was still no denouncement from Trump himself. Carla Herreria and Marina Fang",POLITICS,466,0.0001315488542557,0.0001567851692139
0.54883397,0.700210690498352,Companies That Challenged Google’s Monopoly See Antitrust Critics’ Firing As A Threat Rivals say a Google-funded think tank's dismissal of Google critics sends an intimidating message. Alexander C. Kaufman,POLITICS,212,4.86950290398316e-05,4.757285850343074e-05
0.5485883,0.7008885741233826,"Bill Maher and Howard Stern Are Still Invited to Dinner; RSVP Required  Larry Ross, ContributorPresident of A. Larry Ross Communications",RELIGION,589,-0.0001148462079585,-0.000111068566639
0.5487177,0.6905415654182434,"Prayer for Muslim-Jewish Relations We are two American religious communities in such pain from the outburst of extremist violence in France that we not only have forgotten each other. We have forgotten ourselves. Rabbi Joshua Stanton, ContributorRabbi, Millennial, Interfaith Leader",RELIGION,169,0.0001438527443674,0.0002303668587346
0.53827167,0.6611271500587463,Amazing Image Shows Pluto's Frozen Canyons Take a closer look at the planet's impressive landscape. Steven Hoffer,SCIENCE,472,0.0001792282851616,0.0001430569203406
0.54870665,0.6930752396583557,"Why States Are Taking A Fresh Look At Drug-Free Zones The idea behind the “drug-free school zones” was to deter dealers from peddling drugs to children at the height of the crack cocaine epidemic. Teresa Wiltz, Pew's Stateline",POLITICS,613,2.0777450025550023e-05,2.6564064955936217e-05
0.54884744,0.6955652236938477,"White House Approves Supplying Weapons To YPG Fighters In Syria The move comes amid fierce opposition from Turkey. Phil Stewart, Reuters",POLITICS,680,9.011185700267036e-05,0.0001234014131596
0.5488022,0.6700426936149597,"Sometimes It's Hard to Be a Jew That metal taste in my mouth is back, a nauseating combination of rage, shame and fear. It's been years since I have tasted it -- perhaps not since the last time someone drew a swastika on the whiteboard hanging on my dorm room door. Linda S. Haase, ContributorSenior Associate Vice President of Marketing Communications, t...",RELIGION,575,-8.232925390197412e-06,-1.4420715099827676e-05
0.5486535,0.6991596817970276,Pope Francis Leads Thousands In Prayer for Kidnapped Victims Of ISIS  ,RELIGION,295,0.0001639950660696,0.0001908732605029
0.5488303,0.6951325535774231,"Avi Weiss, The Rabble-Rouser Rabbi, Takes Stock After An Activist Career  ",RELIGION,761,0.0001614908941892,0.0001201160849575
0.54867905,0.6847130656242371,Hillsong Church Founder Defends Handling Of Father's Sex Abuse Case  ,RELIGION,902,9.333640170447752e-05,7.49706292226815e-05
0.54877275,0.6778712868690491,"'Charlie Hebdo' and Our American Churches Let's not mix religion and politics. We need gifted leadership in both government and religion.  I strongly recommend that the individual members of our Mainline Protestant churches dedicate themselves to becoming the talented and ethical political leaders our country and the world so badly need. William B. Bradshaw, ContributorAuthor",RELIGION,231,0.0002787835556195,0.0002762399465292
0.54883987,0.6794013381004333,Possible Site Of Jesus' Trial Uncovered  ,RELIGION,378,4.811061139976318e-06,4.345031917152298e-06
0.54869676,0.6850076913833618,"Will Tax Reform Close The Gaps? As Congress takes up tax code reform, there is one thing we can be sure of. Most of us will not understand what the House William S. Becker, ContributorEnergy & Climate Policy Expert",POLITICS,431,0.0001310917397755,0.000123702754402
0.548676,0.679435670375824,Biblical Abraham To Be Tried For Child Endangerment In New York  ,RELIGION,334,9.199920453151106e-05,7.838364893597571e-05
0.5486567,0.6943050622940063,"Ramadan Reflection Day #6: Bringing Life Back Into Our Work/Life Balance Even though I don't probably do what most people do for a living, I was making the same mistakes that many people make in regards to how they prioritize their careers over themselves. Imam Khalid Latif, ContributorExecutive Director and Chaplain, Islamic Center at New York Un...",RELIGION,243,0.0001199790253771,0.0001115855101383
0.54879135,0.6995137333869934,"Trump Left Nearly 4,000 Applicants For Central American Refugee Program Stranded The current administration has criticized people coming to the border to seek asylum. But it shut down another way some of them could find safety in the U.S. Elise Foley and Roque Planas",POLITICS,822,6.316449066626528e-05,5.957738201978202e-05
0.54866177,0.6751769185066223,A Graphic Novel Is In The Works To Show How Science And Faith Can Coexist All it takes is dialogue and an open mind. Antonia Blumberg,RELIGION,71,0.0002635573265406,0.000250056412175
0.5487674,0.6897982954978943,SXSW Apologizes For Asking U.S. Olympian Ibtihaj Muhammad To Remove Hijab Her ID badge also came with the wrong name printed on it. Peter Andrew Hart,RELIGION,371,8.476897496932763e-06,1.166780849626292e-05
0.53816193,0.675586998462677,Does Penis Size Matter?  Cate Matthews,SCIENCE,749,2.4534736934815745e-05,1.793284330675604e-05
0.54874295,0.6938323974609375,"The Taliban in the Self How many children has our greed killed?  How many children grow up without proper education?  How many children are subjected to the slow deaths of racism, homophobia and sexism?  How many children are dead because of our thirst for guns and violence?  The questions can go on and on. Rev. Jeff Hood, ContributorBaptist Pastor, Theologian and Activist",RELIGION,138,1.2001920585191993e-05,1.7907804074068778e-05
0.54868376,0.6882670521736145,Pope Francis Names Progressive To Replace Conservative Chicago Archbishop  ,RELIGION,277,0.0003370985744443,0.0002181681128976
0.54860085,0.6715301275253296,SC State Rep: I'll Introduce Legislation To Remove Confederate Flag  Braden Goyette,POLITICS,793,0.0001618501140581,0.0001851901718983
0.53817475,0.6822484135627747,"Remains Of Prehistoric Monument Discovered Near Stonehenge ""Everything written previously about the Stonehenge landscape and the ancient monuments within it will need to be re-written."" Lydia O'Connor",SCIENCE,585,0.0001116995189239,0.0001084504333381
0.5378325,0.6790637373924255,"Scientists Can Detect Your Sleeptime Memories Even If You Can’t Trying to learn Spanish while you nap, eh? Bahar Gholipour",SCIENCE,304,0.000137050326266,0.0001531686427895
0.5487388,0.6836665272712708,The Religious Imagery Stitched Throughout The 2018 Met Gala Some celebrities' nods to the religious theme were obvious. Others needed a closer look. Carol Kuruvilla,RELIGION,282,0.0003562089749947,0.0002876263134428
0.54858243,0.6850817799568176,"Trump Expels 60 Russians, Closes Russian Consulate In Seattle After UK Chemical Attack The order reflects concerns that Russian intelligence activities have been increasingly aggressive. ",POLITICS,14,0.0001600233570605,0.0001161616745013
0.5488499,0.6831902861595154,"Christian Women in Science Celebrate First Year -- And Are Reaching for More! 'I don't have to filter what I say!' Sharon Petzinger, a wildlife biologist who studies birds for the state of New Jersey, said this to me with a light of joy in her eyes. Hannah Ryan, a grad student at the University of Colorado, echoed the sentiment. Lynn Billman, ContributorRetired from the National Renewable Energy Laboratory (NREL)",RELIGION,569,2.377757858261959e-05,2.717817443498305e-05
0.54879373,0.6891101598739624,"Trump Asked Comey When Feds Would Say He Wasn't Under Investigation The former FBI director saw it as his job to protect the bureau from ""interferences from a group of people he did not regard as honorable."" Nick Visser",POLITICS,942,0.000169672831641,0.0001097752350782
0.5486726,0.6695936918258667,REPORT: NSA's Intercepted Data Mostly Not From Intended Targets  ,POLITICS,125,5.9474203974342754e-05,8.115750894321927e-05
0.54875886,0.6856832504272461,"Where Hope Takes Root Deuteronomy calls us to let our land lie fallow in the seventh year, to break from planting and harvesting, and to let go of debts -- a sabbatical (shmita) year. Is this the summer storm before a season of joy and bounty, happiness and equity? Rabbi Michael Adam Latz, ContributorSenior Rabbi, Shir Tikvah",RELIGION,207,8.767642918380658e-05,0.0001736922691766
0.53806835,0.6849205493927002,"Higgs Boson Nobel Prize? Scientists Ponder Whether Prize Should Go To One Physicist Or Many The true difficulty with awarding Nobels now is that as the body of scientific knowledge grows, it's getting harder to find ",SCIENCE,400,0.0001489638898699,0.0001544230332199
0.5380913,0.6802689433097839,"How Mood Lighting Is Saving Florida’s Endangered Sea Turtles Sea turtles are faithful—to their nesting beaches, that is. Females of all seven sea turtle species return to the same beach ",SCIENCE,58,-3.892393721782092e-05,-2.335173429912629e-05
0.5486919,0.682681679725647,"Bishops Debate Where Doctrine Ends, Pastoral Practice Begins  ",RELIGION,755,0.0001188254682697,0.000139492577488
0.5487337,0.6854113340377808,"Reflections on Justice After Ferguson, MO:  When Will Youth of Color Receive the Same Due Process as Officer Darren Wilson? It turns out that justice, like so much of what happens in America, has two faces. Michael Brown's shooting -- and the image of his young black body left lying for hours in the summer sun -- has become a symbol of the many forms of unfairness suffered by youth of color across America. Marsha Levick and Mae C. Quinn, Contributors",POLITICS,954,0.0001293245912081,9.442521452185382e-05
0.5380851,0.6846493482589722,DISCOVERED: Ancient Forest Fire Locked In Stone  ,SCIENCE,960,0.0001387673754933,0.0001201099212124
0.548614,0.6963695287704468,"Daniel Akaka, First Native Hawaiian In Senate, Dies At 93 The former senator was an advocate for veterans and Native Hawaiians. Antonia Blumberg",POLITICS,636,5.892895577017833e-05,5.626181014273257e-05
0.5487273,0.6841185688972473,This Woman Spent 40 Years Thinking She'd Lost Her Dad's Special Bible  Carol Kuruvilla,RELIGION,886,0.0003184548363537,0.0002280752609433
0.5380581,0.6731961369514465,"'Arrogant' King's 2,100-Year-Old Mausoleum Discovered  ",SCIENCE,863,-2.2005254208098904e-05,-1.1698958434225304e-05
